,frame_count,emotion_index,gaze_yaw,gaze_pitch,au_shape_dim1,au_shape_dim2,au_shape_dim3,au_shape_dim4,au_shape_dim5,au_shape_dim6,au_shape_dim7,au_shape_dim8,mp_pose_yaw_deg,mp_pose_pitch_deg,mp_pose_roll_deg,detection_result
13,13,4,-0.5102753,-0.36836204,0.73647946,0.0,0.0,0.032071866,0.0005911689,0.5752599,0.8893019,0.0,,,,No MP Data
14,14,4,-0.6309502,-0.5231423,0.8244053,0.0,0.011693488,0.0101061035,0.0,0.0018163905,0.9023632,0.0,,,,No MP Data
15,15,4,-0.78642493,-0.81113553,0.7968419,0.0,0.0062887715,0.027553212,0.0,0.0,0.9726891,0.0,,,,No MP Data
16,16,4,-0.64041185,-0.5099243,0.8823148,0.0,0.0052151396,0.0,0.0,0.0,0.8844024,0.0,,,,No MP Data
17,17,4,-0.6962288,-0.5860652,0.8377681,0.0,0.063227795,0.015164036,0.0,0.14295132,0.9597916,0.0,,,,No MP Data
18,18,2,-0.7633705,-0.9052206,0.88975656,0.0,0.33193648,0.0,0.42857802,0.017917227,0.8136933,0.0,,,,No MP Data
19,19,4,-0.70947665,-0.65685487,0.88166535,0.0,0.7964748,0.1525588,0.000112721136,0.00325604,0.9525006,0.011819389,,,,No MP Data
20,20,4,-0.86429495,-0.98230445,0.72718674,0.0,0.009637123,0.18272103,0.03472134,0.28408313,0.9007058,0.0,,,,No MP Data
21,21,2,-0.68205357,-0.8725686,0.36960733,0.0,0.8882363,0.0,0.1767554,0.6733541,0.9342539,0.0,,,,No MP Data
22,22,2,-0.2448349,-0.07128091,0.42434102,0.0,0.0,0.0012408874,0.0014620342,0.0046023917,0.03787087,0.0033966186,,,,No MP Data
23,23,7,-0.2442053,0.06780856,0.0,0.0,0.0,0.052675374,0.0,0.9942233,0.6703534,0.0043217414,,,,No MP Data
24,24,1,-0.2307078,0.105346285,0.0,0.0,0.0,0.12226957,0.0,0.98976517,0.8967619,0.4271511,,,,No MP Data
25,25,2,-0.2999029,-0.12691155,0.48870277,0.019844849,0.2006766,0.008612521,0.0032044153,0.01422395,0.9743063,0.42894286,,,,No MP Data
26,26,7,-0.18631473,-0.076426454,0.0,0.0,0.0,0.011760858,0.0,0.981724,0.48286372,0.006276474,,,,No MP Data
27,27,4,-0.26779225,-0.0904963,0.36441493,0.0058629466,0.0,0.043534324,0.0,0.0184477,0.91997874,0.0,,,,No MP Data
28,28,4,-0.30163595,-2.480764e-05,0.7451606,0.058870114,0.040858973,0.011328506,0.0,0.0,0.9019068,0.02721386,,,,No MP Data
29,29,4,-0.5245851,-0.43704042,0.88828814,0.0,0.15512869,0.044531472,0.0043520397,0.3976174,0.9813976,0.0,,,,No MP Data
30,30,4,-0.26661584,0.029171314,0.7292083,0.018140519,0.07798821,0.24697118,0.0,0.94817734,0.8056261,0.0028924718,,,,No MP Data
31,31,4,-0.3570543,-0.12045683,0.9539715,0.0,0.5879317,0.9506379,0.002514964,0.8460917,0.97157633,0.0,,,,No MP Data
32,32,4,-0.29271436,0.062055185,0.533228,0.056244187,0.006996677,0.032955196,0.0010821259,0.06100567,0.041331,0.0,,,,No MP Data
33,33,4,-0.5563155,-0.4420474,0.4076807,0.0,0.0074985777,0.0,0.00059533515,0.0,0.9202789,0.0,,,,No MP Data
34,34,4,-0.3244895,-0.14405836,0.79098016,0.0,0.12580813,0.9481633,0.16951263,0.8021988,0.97870225,0.0,,,,No MP Data
35,35,4,-0.5139614,-0.42171636,0.026897931,0.0,0.0124714365,0.6136944,0.0,0.75939274,0.99412626,0.0075343386,,,,No MP Data
36,36,4,-1.0484731,-1.1987083,0.115452975,0.0,0.026189525,0.0,0.0,0.003095869,0.7751402,0.0,,,,No MP Data
37,37,2,-0.3206859,-0.19664787,0.26528266,0.0,0.2810267,0.02730914,0.1179961,0.11086414,0.9095075,0.06235812,,,,No MP Data
38,38,4,-0.5034243,-0.31884757,0.7866396,0.0,0.23584089,0.5316702,0.0012890587,0.715323,0.96580774,0.0,,,,No MP Data
39,39,4,-0.5949961,-0.51702106,0.7223306,0.0,0.22059034,0.82416445,0.0,0.35726196,0.96769595,0.07160578,,,,No MP Data
40,40,4,-0.5551891,-0.45020583,0.4710044,0.0,0.18506515,0.7139768,0.0,0.75610095,0.9454697,0.0,,,,No MP Data
41,41,4,-0.6614201,-0.6897541,0.6080711,0.0,0.1751731,0.12967503,0.012404257,0.6508801,0.9387633,0.0,,,,No MP Data
42,42,4,-0.40922967,-0.18220024,0.85828996,0.0,0.12728243,0.2645315,0.009383315,0.88204265,0.93575513,0.0,,,,No MP Data
43,43,2,-0.2899479,0.005070734,0.8803762,0.0,0.016460761,0.91945827,0.0019947528,0.55183864,0.96508855,0.019995647,,,,No MP Data
44,44,4,-0.46152747,-0.36768898,0.20870605,0.0025959713,0.0,0.0,0.0,0.6283871,0.5341989,0.009001604,,,,No MP Data
45,45,7,-0.1836792,-0.10335088,0.0,0.0,0.0,0.011964444,0.0,0.9053945,0.49779797,0.007586927,,,,No MP Data
46,46,2,-0.25678098,-0.06481428,0.20426336,0.035028175,0.0,0.045360878,0.0,0.2637108,0.7795564,0.058437023,,,,No MP Data
47,47,4,-0.4173283,-0.2486081,0.032162,0.0,0.0,0.0,0.0,0.015064906,0.12952566,0.0,,,,No MP Data
48,48,3,-0.272009,-0.044952165,0.48104486,0.02101495,0.0,0.059882596,0.0,0.9392438,0.87803966,0.0015558294,,,,No MP Data
49,49,4,-0.25774887,0.017457765,0.5625111,0.022271592,0.010053782,0.26960057,0.00048559866,0.20148301,0.7449117,0.029378625,,,,No MP Data
50,50,4,-0.41096306,-0.22776772,0.9834667,0.0,0.041667238,0.015125434,0.006700267,0.0014718745,0.9778813,0.014620381,,,,No MP Data
51,51,4,-0.20977837,0.08242474,0.5445718,0.05740951,0.098216146,0.14675969,0.052833892,0.96482146,0.30747256,0.017109353,,,,No MP Data
52,52,4,-0.42519814,-0.26919445,0.8517703,0.0,0.0015061776,0.0,0.0,0.03029912,0.9495299,0.024140678,,,,No MP Data
53,53,7,-0.18660507,-0.0018166201,0.0,0.0,0.0,0.011485493,0.0,0.871624,0.5195097,0.007814302,,,,No MP Data
54,54,4,-0.25884676,-0.021974288,0.62055135,0.11042897,0.0,0.013322724,0.0,0.41708347,0.5351734,0.0,,,,No MP Data
55,55,4,-0.56243855,-0.5171006,0.51516145,0.0,0.0,0.0012548147,0.0,0.39382386,0.65258276,0.010533272,,,,No MP Data
56,56,4,-0.5617543,-0.4102557,0.6091473,0.0,0.0004292521,0.002154932,0.0,0.6167339,0.8344712,0.0,,,,No MP Data
57,57,4,-0.27063903,-0.098115176,0.37072778,0.09376511,0.0,0.014788797,0.0,0.40033016,0.38927454,0.006592397,,,,No MP Data
58,58,4,-0.25018108,-0.043338615,0.7452495,0.03488936,0.03253977,0.22180349,0.0,0.86988676,0.39268708,0.0,,,,No MP Data
59,59,4,-0.32449165,-0.09951015,0.7952126,0.0067728483,0.0,0.2843396,0.0,0.73007655,0.23277332,0.0,,,,No MP Data
60,60,7,-0.146617,0.041234273,0.0,0.0,0.0,0.06801756,0.0,0.77499187,0.49764362,0.0086049605,,,,No MP Data
61,61,7,-0.22822034,0.0653521,0.0,0.0,3.7040983e-05,0.047522783,0.0,0.9629518,0.95102024,0.08112356,,,,No MP Data
62,62,4,-0.55546993,-0.4331716,0.8184828,0.020934781,0.0,0.0,0.0,0.11210255,0.6694004,0.0,,,,No MP Data
63,63,4,-0.41286078,-0.2530544,0.9492887,0.05603377,0.031809796,0.0,0.00036570305,0.33318353,0.043580823,0.0,,,,No MP Data
64,64,4,-0.7433621,-0.78029376,0.89922917,0.044882994,0.0,0.0,0.0,0.36947843,0.3318274,0.0,,,,No MP Data
65,65,3,-0.23063624,-0.02335123,0.7578868,0.040726952,0.01947144,0.0,0.0,0.3061326,0.11894369,0.011758723,,,,No MP Data
66,66,4,-0.6745324,-0.66877073,0.09632687,0.0,0.00382258,0.07278261,0.0,0.71087277,0.9797417,0.0,,,,No MP Data
67,67,2,-0.5274044,-0.3885873,0.4465362,0.0,0.00084164506,0.065256596,0.0,0.2806596,0.98885965,0.05736609,,,,No MP Data
68,68,4,-0.3159014,-0.026662692,0.9602767,0.020225272,0.002234583,0.083572105,0.0,0.9020251,0.9483249,0.0,,,,No MP Data
69,69,4,-0.25715303,0.039851908,0.39472088,0.025944244,0.06451526,0.043503106,0.0,0.4726283,0.8036294,0.0,,,,No MP Data
70,70,4,-0.23577118,-0.0030440697,0.48113674,0.012703298,0.00089260243,0.33776075,0.0003160442,0.829277,0.5195241,0.0,,,,No MP Data
71,71,2,-0.2979453,-0.13230084,0.7458657,0.025012704,0.0,0.0,0.0039002972,0.0,0.19243422,0.0011555641,,,,No MP Data
72,72,1,-0.21918428,0.10873366,0.0,0.0,0.0,0.06969978,0.0,0.9933673,0.914816,0.11208122,,,,No MP Data
73,73,7,-0.2244772,-0.0696101,0.0,0.0,0.0013715078,0.09744772,0.0,0.95041484,0.8780253,0.060274452,,,,No MP Data
74,74,2,-0.36596543,-0.1317796,0.88061637,0.010267953,0.009657361,0.00064426725,0.0060044886,0.0,0.066568874,0.0,,,,No MP Data
75,75,2,-0.25461248,-0.12526529,0.42040762,0.015963314,0.00742171,0.0046509416,0.0,0.031940248,0.4508421,0.0,,,,No MP Data
76,76,1,-0.17268166,0.078658946,0.0,0.0,0.0,0.043563478,0.0,0.9866711,0.55431783,0.003181997,,,,No MP Data
77,77,4,-0.388392,-0.15405443,0.6660214,0.035284355,0.003794587,0.0,0.0,0.37999523,0.25327107,0.0,,,,No MP Data
78,78,4,-0.7988871,-0.7620698,0.91384125,0.0,0.053969286,0.0,0.0,0.5622387,0.5551817,0.0,,,,No MP Data
79,79,4,-1.1722095,-1.3800164,0.6111797,0.0,0.012047921,0.0,0.0,0.23850489,0.93016887,0.0,,,,No MP Data
80,80,4,-0.53035593,-0.5214515,0.53394413,0.0,0.029715315,0.34838346,0.0028994728,0.7454237,0.9560372,0.0,,,,No MP Data
81,81,4,-0.84523284,-1.0146303,0.33111042,0.0,0.028076617,0.019766208,0.0,0.46498373,0.98002183,0.0,,,,No MP Data
82,82,4,-0.53052807,-0.5132215,0.90797985,0.0,0.82879114,0.38145253,0.0,0.0,0.9768921,0.008062417,,,,No MP Data
83,83,5,-0.41296118,-0.21306817,0.79439855,0.0,0.21228628,0.9254905,0.15823203,0.078292236,0.9821527,0.0,,,,No MP Data
84,84,4,-0.3922801,-0.14297435,0.69495344,0.0,0.08430606,0.94945145,0.20743111,0.45182577,0.9537005,0.01867423,,,,No MP Data
85,85,2,-0.25585818,0.005532614,0.9488306,0.020001069,0.012832964,0.08585014,0.0022370124,0.671885,0.74736804,0.00474046,,,,No MP Data
86,86,4,-0.30488288,-0.110968165,0.97209936,0.020254843,0.021086726,0.022225475,0.0021991138,0.6381886,0.89979637,0.012760934,,,,No MP Data
87,87,4,-0.4753344,-0.40469325,0.6338736,0.0,0.43162906,0.020375447,0.0002863557,0.56157374,0.9593158,0.0,,,,No MP Data
88,88,7,-0.15443167,0.11004901,0.0,0.0,0.0,0.019607216,0.0,0.9879488,0.5443498,0.03457152,,,,No MP Data
89,89,4,-0.2578354,0.06665514,0.70671314,0.09859911,0.010240063,0.09174721,0.0,0.5840119,0.46001726,0.011548578,,,,No MP Data
90,90,4,-0.67909735,-0.6775173,0.35719684,0.0,0.018805005,0.037539393,0.0,0.33403042,0.6184587,0.0,,,,No MP Data
91,91,4,-0.7162016,-0.77753985,0.0018039877,0.0,0.0025551196,0.8351777,0.0,0.0,0.9912448,0.0,,,,No MP Data
92,92,4,-0.32808447,-0.11742398,0.89145404,0.0,0.19715472,0.905125,0.0021865307,0.86326367,0.97766244,0.012414927,,,,No MP Data
93,93,4,-0.3259642,-0.12394185,0.8297508,0.017044721,0.0056346897,0.17460209,0.0,0.20776814,0.8862634,0.00050374307,,,,No MP Data
94,94,4,-0.38195148,-0.19992961,0.38224643,0.01669811,0.015262631,0.0,0.0,0.64681745,0.29942235,0.0,,,,No MP Data
95,95,7,-0.13625231,0.087108046,0.0,0.0,0.0,0.015899181,0.0,0.91197073,0.2069813,0.011569757,,,,No MP Data
96,96,7,-0.20572641,0.14194778,0.0,0.0,0.0,0.043340772,0.0,0.98844105,0.73696953,0.0109934565,,,,No MP Data
97,97,4,-0.37184352,-0.19420917,0.81477815,0.03653291,0.0,0.0,0.0012989786,0.10995965,0.062971935,0.0,,,,No MP Data
98,98,4,-0.5571534,-0.4711627,0.85510695,0.038392488,0.0,0.0,0.0,0.24834955,0.36750284,0.0,,,,No MP Data
99,99,4,-0.727833,-0.8688464,0.287319,0.0,0.015201358,0.21304041,0.0,0.38160852,0.97782135,0.0,,,,No MP Data
100,100,4,-0.49637914,-0.35826626,0.855428,0.018192852,0.0,0.0,0.0,0.5777772,0.83396745,0.0,,,,No MP Data
101,101,4,-0.32711667,-0.08607602,0.61708355,0.006562642,0.0013034083,0.13448215,0.0,0.51534694,0.93150514,0.0,,,,No MP Data
102,102,4,-0.40132117,-0.26545355,0.61904514,0.031568047,0.006216362,0.0,0.0,0.009117981,0.5342249,0.0,,,,No MP Data
103,103,4,-0.21549398,0.04569238,0.34281215,0.06384138,0.0,0.011743258,0.0,0.21315424,0.5129454,0.0,,,,No MP Data
104,104,4,-0.63248986,-0.5699168,0.8412545,0.0017287805,0.0033560658,0.11622349,0.0,0.4708916,0.95059663,0.0,,,,No MP Data
105,105,2,-0.34339437,-0.14247593,0.9826699,0.0,0.6854092,0.0,0.21032134,0.9674891,0.1827753,0.0,,,,No MP Data
106,106,4,-0.4510293,-0.3850154,0.97776335,0.0,0.4336242,0.10704713,0.080342755,0.7993034,0.8952657,0.0,,,,No MP Data
107,107,4,-0.26532876,-0.008487512,0.7079774,0.047035,0.0,0.0042174365,0.0,0.1686415,0.93841684,0.0,,,,No MP Data
108,108,4,-0.44056386,-0.18764399,0.5999252,0.030778179,0.008558642,0.0027692202,0.0,0.32709545,0.29991752,0.0,,,,No MP Data
109,109,4,-0.8822293,-1.0455867,0.6616527,0.0,0.86324,0.187127,0.0003574802,0.029195111,0.98397017,0.0,,,,No MP Data
110,110,4,-0.832907,-0.92489105,0.60840064,0.0,0.0,0.0,0.0,0.02791448,0.7715959,0.0,,,,No MP Data
111,111,4,-0.80643636,-0.9481095,0.89202523,0.0,0.088151425,0.0,0.0,0.4625189,0.7283745,0.0,,,,No MP Data
112,112,4,-0.49287462,-0.43936676,0.5639024,0.02688565,0.0,0.0,0.0,0.5772246,0.89866984,0.0,,,,No MP Data
113,113,4,-1.2417864,-1.51055,0.37709713,0.0,0.0,0.0,0.0,0.009078687,0.6167459,0.0,,,,No MP Data
114,114,4,-0.4652655,-0.3882599,0.8648995,0.0,0.0038759592,0.4531963,0.0,0.7482037,0.9665177,0.0,,,,No MP Data
115,115,4,-0.34387213,-0.084092245,0.8166537,0.018468615,0.051073775,0.1560427,0.0,0.8884584,0.20341751,0.0,,,,No MP Data
116,116,4,-0.40405688,-0.2196928,0.978431,0.0,0.8152157,0.05955202,0.11252137,0.84005976,0.9091589,0.0,,,,No MP Data
117,117,4,-1.0636406,-1.2890615,0.8138746,0.0,0.082920805,0.0,0.0,0.0551717,0.8906352,0.0,,,,No MP Data
118,118,4,-0.65363926,-0.5594689,0.8601966,0.0,0.010560209,0.719551,0.0,0.5325178,0.99309593,0.0,,,,No MP Data
119,119,4,-0.9506243,-1.1637985,0.7310536,0.0,0.04329036,0.21781988,0.0,0.29881,0.986701,0.0,,,,No MP Data
120,120,4,-1.0662303,-1.4250854,0.42272145,0.0,0.07253663,0.032834888,0.0,0.020954696,0.96707237,0.0,,,,No MP Data
121,121,4,-0.91113764,-1.1470116,0.8428417,0.0,0.08522127,0.41954952,0.0,0.0,0.9898217,0.0,,,,No MP Data
122,122,4,-0.8800808,-1.0372728,0.6378651,0.0,0.7903609,0.52991855,0.0012025158,0.10694402,0.94691217,0.0,,,,No MP Data
123,123,2,-0.7747331,-0.80097944,0.89902425,0.0,0.49640918,0.011103183,0.036171243,0.71933115,0.8335007,0.0,,,,No MP Data
124,124,4,-0.47020304,-0.31462798,0.93436766,0.0,0.94605327,0.12691316,0.048653334,0.67143726,0.87061894,0.0,,,,No MP Data
125,125,7,-0.16643244,-0.024231628,0.000377084,0.0008227878,0.0005158253,0.05698158,0.0,0.9354511,0.8100522,0.05776316,,,,No MP Data
126,126,4,-1.3036819,-1.5877454,0.090020835,0.0,0.0034405787,0.32108796,0.0,0.0,0.9902116,0.0,,,,No MP Data
127,127,4,-1.0399051,-1.2539371,0.43127945,0.0,0.037436113,0.28086036,0.09582404,0.05089909,0.98884225,0.0,,,,No MP Data
128,128,4,-1.2535815,-1.6055938,0.20072022,0.0,0.016695585,0.0,0.008974796,0.0,0.930412,0.0,,,,No MP Data
129,129,4,-0.80922204,-0.8473177,0.7194126,0.0,0.10208755,0.06627107,0.6929003,0.06462354,0.9739381,0.0,,,,No MP Data
130,130,4,-0.8810417,-0.94312906,0.6762736,0.0,0.010402474,0.13318582,0.0,0.5217315,0.978764,0.0,,,,No MP Data
131,131,4,-0.92883015,-1.1617885,0.50432813,0.0,0.04817344,0.0012526616,0.0020111687,0.15350655,0.9882376,0.0,,,,No MP Data
132,132,4,-1.0702907,-1.3475486,0.14795886,0.0,0.0,0.003146614,0.0,0.2578627,0.9864757,0.0,,,,No MP Data
133,133,1,-0.17149228,0.015347086,0.0,0.0,0.0015629416,0.16455016,0.0,0.9920327,0.950889,0.014297283,,,,No MP Data
134,134,4,-1.0203929,-1.1832355,0.36163038,0.0,0.3220374,0.55244035,0.009248751,0.00891887,0.98699963,0.0,,,,No MP Data
135,135,4,-1.3478591,-1.6004183,0.5361153,0.0,0.0,0.051824883,0.0,0.0,0.9845742,0.0,,,,No MP Data
136,136,2,-0.95996904,-1.0413682,0.72618556,0.0,0.1801425,0.20360836,0.0,0.0,0.99550295,0.0,,,,No MP Data
137,137,4,-0.87309176,-1.0514151,0.79060006,0.0,0.01868459,0.093881406,0.0014499058,0.055293962,0.9865148,0.0,,,,No MP Data
138,138,4,-1.3029425,-1.5075032,0.4525517,0.0,0.0082596075,0.08359878,0.0,0.0,0.98646176,0.0,,,,No MP Data
139,139,4,-1.1478317,-1.4344299,0.7368598,0.0,0.0,0.0,0.0,0.08521849,0.9850158,0.0,,,,No MP Data
140,140,4,-0.7975227,-0.95393217,0.18981144,0.0,0.0,0.009057139,0.0,0.57705796,0.9924518,0.0,,,,No MP Data
141,141,4,-0.80818886,-0.9658288,0.77724314,0.0,0.020529572,0.7663188,0.09603919,0.2988491,0.982688,0.0,,,,No MP Data
142,142,4,-0.5770974,-0.6066104,0.5482727,0.0,0.0,0.70151603,0.0,0.47826922,0.99354386,0.0,,,,No MP Data
143,143,4,-1.1203239,-1.3154804,0.73114955,0.0,0.011773285,0.0,0.0,0.0008212364,0.864676,0.0,,,,No MP Data
144,144,4,-0.4584288,-0.37483707,0.9580499,0.0,0.10344629,0.45521528,0.0056209033,0.2061772,0.9901545,0.0,,,,No MP Data
145,145,4,-0.98647267,-1.2178377,0.7296845,0.0,0.11797198,0.026886642,0.0048189694,0.0,0.7042801,0.0,,,,No MP Data
146,146,4,-0.94985765,-1.1794127,0.87178314,0.0,0.01920044,0.10765078,0.011646559,0.5200414,0.98718536,0.0,,,,No MP Data
147,147,4,-0.8758667,-1.0015866,0.5788763,0.0,0.0,0.0,0.0,0.0,0.9207125,0.0,,,,No MP Data
148,148,4,-0.6851702,-0.63315016,0.7549783,0.0,0.013359827,0.02621223,0.0,0.5709567,0.9883482,0.0,,,,No MP Data
149,149,4,-0.65996504,-0.60070515,0.86693794,0.0,0.5079967,0.031726327,0.0039620507,0.6944762,0.9700268,0.0,,,,No MP Data
150,150,2,-0.7361703,-0.7794561,0.9748283,0.0,0.007381755,0.49229014,0.000101515965,0.29303563,0.9945015,0.016946038,,,,No MP Data
151,151,4,-0.29235044,-0.025205065,0.96969223,0.009758982,0.00683309,0.050233953,0.0073638726,0.21600427,0.8666434,0.0,,,,No MP Data
152,152,2,-0.31193465,-0.15193482,0.89482796,0.0,0.9096031,0.041858554,0.09971693,0.06263247,0.9522995,0.0010834628,,,,No MP Data
153,153,2,-0.7495155,-0.81382143,0.9446821,0.0,0.07096995,0.018697014,0.0008244343,0.0003885735,0.9839506,0.0,,,,No MP Data
154,154,2,-0.28667808,-0.08600482,0.8165314,0.0,0.89735126,0.07259226,0.031129712,0.06859776,0.97082055,0.091966264,,,,No MP Data
155,155,4,-0.35165262,-0.22444247,0.8241168,0.0,0.90244555,0.036994148,0.0,0.19253033,0.9318682,0.0,,,,No MP Data
156,156,2,-0.36596543,-0.1651792,0.98088086,0.0,0.6781925,0.42844793,0.031724747,0.3854176,0.984247,0.003010686,,,,No MP Data
157,157,2,-0.53460336,-0.4611673,0.6186718,0.0,0.28542885,0.9303968,0.0014341276,7.947935e-05,0.9965645,0.0,,,,No MP Data
158,158,5,-0.232115,0.038848076,0.78362584,0.0015465657,0.05644731,0.069931224,0.20634216,0.98365223,0.95430934,0.08192299,,,,No MP Data
159,159,2,-0.4392932,-0.2671115,0.9709463,0.0,0.45299584,0.7550679,0.007920884,0.9635271,0.9335803,0.0008618448,,,,No MP Data
160,160,4,-0.34858915,-0.089713946,0.9485715,0.024117272,0.0,0.00027155617,0.0,0.8883677,0.58812726,0.0,,,,No MP Data
161,161,4,-0.8641042,-0.96379614,0.01112417,0.0,0.0,0.0031693345,0.0011965723,0.59755373,0.9831842,0.0,,,,No MP Data
162,162,4,-0.45889536,-0.24852945,0.051279496,0.007686621,0.0,0.0,0.0,0.092637494,0.67357635,0.0,,,,No MP Data
163,163,4,-0.43001506,-0.21981286,0.1586808,0.014560619,0.0,0.0,0.0,0.09926489,0.19756636,0.0,,,,No MP Data
164,164,4,-0.46405715,-0.3633645,0.96688354,0.0,0.5821966,0.5094994,0.0106361015,0.76653636,0.94920874,0.0,,,,No MP Data
165,165,4,-0.30742523,-0.08950074,0.76001644,0.014537608,0.0,0.0,0.0,0.22603294,0.06409403,0.0,,,,No MP Data
166,166,4,-0.76108146,-0.8291485,0.76932716,0.0,0.5790559,0.15649913,0.012439581,0.8595166,0.9789002,0.0,,,,No MP Data
167,167,4,-0.35140437,-0.12051396,0.8532821,0.012834522,0.0,0.08579454,0.0,0.9122032,0.6054701,0.0,,,,No MP Data
168,168,4,-0.32928187,-0.03418984,0.915431,0.036424145,0.0012839152,0.12989385,0.0,0.9715192,0.3368668,0.0,,,,No MP Data
169,169,4,-0.4891583,-0.3586517,0.6503155,0.0,0.012070045,0.0,0.0023252573,0.7426441,0.38713595,0.049298894,,,,No MP Data
170,170,4,-0.21083269,0.01062812,0.70275617,0.03317133,0.0050746785,0.006322766,0.00016620147,0.57276595,0.26693693,0.046419304,,,,No MP Data
171,171,4,-0.2275025,-0.030949641,0.8828238,0.06262552,0.005294025,0.0,0.0031637284,0.044386506,0.8405381,0.0,,,,No MP Data
172,172,4,-0.24806014,-0.11407794,0.5753753,3.9741375e-05,0.0068129906,0.003915011,0.0014790235,0.0049396628,0.6174072,0.0,,,,No MP Data
173,173,4,-0.22118172,0.052705146,0.9551646,0.0,0.22100367,0.0006026151,0.58806336,0.8958799,0.41309148,0.0,,,,No MP Data
174,174,4,-0.42472106,-0.3026429,0.93456167,0.0,0.0129436115,0.0,0.30603883,0.017248632,0.27117854,0.0,,,,No MP Data
175,175,3,-0.5160954,-0.46134803,0.9326028,0.0,0.0,0.00011806502,0.009264585,0.0,0.526208,0.0,,,,No MP Data
176,176,4,-0.5613251,-0.54554844,0.9125385,0.0,0.70496744,0.0,0.0001857775,0.69535047,0.48871738,0.0,,,,No MP Data
177,177,2,-0.5079238,-0.31105152,0.96248645,0.0,0.803372,0.0,0.63170373,0.0013496636,0.34142998,0.0,,,,No MP Data
178,178,4,-0.4213162,-0.23368381,0.9549265,0.0,0.07825713,0.7990955,0.009985572,0.65158534,0.9128756,0.0,,,,No MP Data
179,179,4,-0.27993616,-0.116231255,0.6372071,0.00047509404,0.00043922284,0.00919458,0.0,0.6476287,0.27821806,0.0,,,,No MP Data
180,180,4,-0.2072461,-0.027075946,0.6431488,0.0,0.0064573367,0.009466079,0.004687107,0.48594886,0.9754353,0.00022614886,,,,No MP Data
181,181,4,-0.59420025,-0.5102326,0.9251214,0.0,0.002512451,0.0,0.0,0.00088442984,0.9553984,0.0,,,,No MP Data
182,182,4,-0.733679,-0.70962954,0.79281604,0.0,0.0,0.0,0.0,0.022302557,0.07302095,0.0,,,,No MP Data
183,183,4,-0.71551496,-0.6850369,0.6020566,0.0,0.0,0.0,0.0,0.00076524174,0.063543245,0.0,,,,No MP Data
184,184,4,-0.334341,-0.22599287,0.5997604,0.0,0.0,0.0,0.0005142035,0.012738529,0.08819394,0.0,,,,No MP Data
185,185,4,-0.48506534,-0.46684292,0.85154706,0.0,0.0014815012,0.0,0.0070424792,0.26815313,0.1365802,0.0,,,,No MP Data
186,186,4,-0.70312685,-0.6337089,0.94006807,0.0,0.0438101,0.0,0.00031212918,0.029526724,0.034725837,0.0,,,,No MP Data
187,187,4,-0.5476627,-0.38719517,0.9486411,0.0,0.45475882,0.0,0.07385218,0.0,0.33999577,0.0,,,,No MP Data
188,188,4,-0.3967354,-0.26297197,0.8214254,0.0,0.0124799935,0.0,0.0104582,0.036998097,0.8352476,0.0,,,,No MP Data
189,189,4,-0.37523746,-0.21655136,0.5366874,0.0,0.0,0.0,0.30353078,0.015582858,0.05194338,0.0,,,,No MP Data
