,frame_count,emotion_index,gaze_yaw,gaze_pitch,au_shape_dim1,au_shape_dim2,au_shape_dim3,au_shape_dim4,au_shape_dim5,au_shape_dim6,au_shape_dim7,au_shape_dim8,mp_pose_yaw_deg,mp_pose_pitch_deg,mp_pose_roll_deg,detection_result
0,0,4,-0.52577674,-0.42033613,0.029352583,0.0,0.0,0.0,0.0,0.25447574,0.9799576,0.0,,,,No MP Data
1,1,4,-0.49144506,-0.31120434,0.2592731,0.0,0.047744833,0.2787276,5.4661712e-05,0.70413154,0.96693027,0.0,,,,No MP Data
2,2,2,-0.36512795,-0.17516051,0.42746407,0.0,0.20945823,0.35173702,0.14730087,0.5308624,0.9850765,0.0,,,,No MP Data
3,3,2,-0.29849628,-0.078380235,0.10777828,0.0,0.00961992,0.014350954,0.00041255425,0.05744144,0.9818903,0.46815497,,,,No MP Data
4,4,4,-0.987315,-1.1088871,0.21022305,0.0,0.47258192,0.14748198,0.0,0.16953251,0.95671666,0.0,,,,No MP Data
5,5,2,-0.95741385,-1.0321906,0.4147101,0.0,0.05242114,0.9243698,0.0026636056,0.3444478,0.99555564,0.0,,,,No MP Data
6,6,4,-0.5577156,-0.5344069,0.13523541,0.0,0.48457354,0.16951653,8.861343e-05,0.7951057,0.98718417,0.0,,,,No MP Data
7,7,4,-0.6333211,-0.6805407,0.37454048,0.0,0.005463104,0.019699916,2.2259796e-05,0.0,0.99189305,0.045491133,,,,No MP Data
8,8,4,-0.8043761,-0.88750935,0.22128335,0.0,0.014094453,0.15054859,0.00029849762,0.59716094,0.9901791,0.0,,,,No MP Data
9,9,4,-0.4230482,-0.35291204,0.39789945,0.0,0.056450523,0.045215912,0.001025998,0.19133195,0.9751879,0.004228949,,,,No MP Data
10,10,3,-0.35423395,-0.11175021,0.9742446,0.09387887,0.0,0.00072503695,0.0,0.71987414,0.14361702,0.006350204,,,,No MP Data
11,11,4,-0.31431836,-0.1168095,0.8418456,0.038797516,0.0014072285,0.0,0.0,0.80732554,0.92674243,0.0,,,,No MP Data
12,12,1,-0.17983752,-0.062869206,0.008120433,0.011275639,0.007869267,0.15749747,0.0,0.9340992,0.5965401,0.010325323,,,,No MP Data
13,13,4,-0.31216222,-0.11941067,0.12138076,0.021471094,0.0,0.0,0.0,0.39546663,0.9790132,0.0,,,,No MP Data
14,14,4,-0.8260421,-0.8081053,0.86723983,0.0,0.12408015,0.0,0.0,0.04366263,0.95517844,0.0,,,,No MP Data
15,15,4,-0.34026027,-0.1348813,0.92278683,0.0,0.022491433,0.48580307,0.0,0.8081523,0.9820959,0.0,,,,No MP Data
16,16,4,-0.7459796,-0.7994367,0.08433545,0.0,0.043352984,0.6061151,0.0,0.32717657,0.9970533,0.0,,,,No MP Data
17,17,4,-0.3013933,0.034617636,0.8769694,0.043156516,0.0,0.005429796,0.0,0.77080405,0.93097854,0.0,,,,No MP Data
18,18,4,-0.37012088,-0.27813402,0.91260564,0.0,0.5647639,0.10703821,0.6183368,0.22665021,0.97128856,0.0,,,,No MP Data
19,19,2,-0.34543732,-0.112315595,0.6046653,0.010359255,0.06327382,0.02539951,0.001597466,0.9316075,0.96235585,0.7422592,,,,No MP Data
20,20,2,-0.273926,0.021609385,0.27322203,0.0,0.7271273,0.92824346,0.3077169,0.08909691,0.9826082,0.0,,,,No MP Data
21,21,2,-0.7875187,-0.86977947,0.5781404,0.0,0.18076223,0.043615907,0.0,0.5148405,0.99312145,0.0,,,,No MP Data
22,22,5,-0.37683186,-0.12326838,0.8888109,0.0,0.5045877,0.32618052,0.93408847,0.77292585,0.9469734,0.0029407847,,,,No MP Data
23,23,4,-0.7786631,-0.83344835,0.006013496,0.0,0.0026943749,0.0,0.0,0.6392992,0.97558695,0.0,,,,No MP Data
24,24,4,-0.40013704,-0.14807041,0.92789626,0.0,0.9081212,0.8157432,0.002765872,0.89868397,0.9239812,0.018050348,,,,No MP Data
25,25,2,-0.3133088,-0.09489936,0.87905204,0.037239507,0.106544144,0.0,0.23092052,0.0,0.2139611,0.0028546215,,,,No MP Data
26,26,2,-0.45895988,-0.421678,0.7996966,0.0,0.048883192,0.0037728557,0.00403101,0.09545177,0.98292196,0.3928473,,,,No MP Data
27,27,7,-0.14357871,-0.031182386,0.0,0.0,0.0,0.018334262,0.0,0.9818657,0.40512997,0.018381268,,,,No MP Data
28,28,4,-0.4550156,-0.2279693,0.98359233,0.0,0.0870094,0.0,0.012867624,0.0,0.51876646,0.0,,,,No MP Data
29,29,4,-0.32125095,-0.11381568,0.96516275,0.0,0.8920399,0.0,0.28343928,0.35690516,0.3128786,0.0,,,,No MP Data
30,30,7,-0.1516092,-0.08660456,0.0,0.0,0.0,0.047924723,0.0,0.97126675,0.4668653,0.055926923,,,,No MP Data
31,31,4,-0.38685012,-0.2519325,0.9608818,0.0,0.4512556,0.0,0.00017466689,0.71713865,0.9451448,0.0,,,,No MP Data
32,32,4,-0.25953576,-0.07776248,0.9696553,0.0,0.69007033,0.021217585,0.005532957,0.5475945,0.9891319,0.0,,,,No MP Data
33,33,4,-0.85039794,-1.0150288,0.56152105,0.0,0.40740347,0.73032176,0.0,0.39481565,0.9876424,0.0,,,,No MP Data
34,34,4,-0.98322874,-1.1804104,0.5202899,0.0,0.17955136,0.021031931,0.0,0.0044831773,0.95280766,0.0,,,,No MP Data
35,35,4,-0.18548754,-0.015572851,0.877738,0.0,0.73036087,0.7269302,0.16249499,0.19139628,0.98148376,0.00037780235,,,,No MP Data
36,36,1,-0.17912486,-0.021517057,0.008596987,0.0028823742,0.004301746,0.08441517,0.0,0.9729817,0.63693166,0.07989332,,,,No MP Data
37,37,2,-0.33615515,-0.123704985,0.91989654,0.0,0.9338205,0.37988126,0.31975156,0.052082755,0.9860625,0.063186176,,,,No MP Data
38,38,2,-0.37795028,-0.18515119,0.5907598,0.0,0.54860616,0.48541543,0.7181933,0.8483083,0.9033718,0.0030343302,,,,No MP Data
39,39,2,-0.3396815,-0.055358093,0.64431036,0.0,0.084158786,0.11209771,0.9543549,0.4009669,0.89642966,0.0,,,,No MP Data
40,40,4,-0.5880564,-0.6490496,0.527575,0.0,0.034799144,0.5294775,0.0,0.5019917,0.98746216,0.0,,,,No MP Data
