,frame_count,emotion_index,gaze_yaw,gaze_pitch,au_shape_dim1,au_shape_dim2,au_shape_dim3,au_shape_dim4,au_shape_dim5,au_shape_dim6,au_shape_dim7,au_shape_dim8,mp_pose_yaw_deg,mp_pose_pitch_deg,mp_pose_roll_deg,detection_result
0,0,7,-0.1923795,0.11064341,0.0,0.0,0.0,0.13136868,0.0,0.9930462,0.9119078,0.0076917363,,,,No MP Data
1,1,1,-0.11930699,-0.057514545,0.0,0.0,0.0,0.25065807,0.0,0.9962188,0.6197344,0.06879628,,,,No MP Data
2,2,7,-0.17374313,0.02091873,0.0,0.0,0.0,0.08920579,0.0,0.98698425,0.23216495,0.050604023,,,,No MP Data
3,3,1,-0.1813564,0.044588927,0.0,0.0,0.0,0.20387378,0.0,0.9908582,0.6548097,0.086872384,,,,No MP Data
4,4,1,-0.17334327,0.0064299824,0.0,0.0,0.0,0.32650125,0.0,0.9950995,0.9237306,0.23077844,,,,No MP Data
5,5,4,-0.76045483,-0.6764264,0.93011403,0.0,0.0,0.0,0.0,0.14778715,0.9315008,0.0,,,,No MP Data
6,6,4,-0.68143773,-0.70328045,0.8477441,0.0,0.0019207267,0.0,0.00074216153,0.3697316,0.4251383,0.0,,,,No MP Data
7,7,4,-0.6835398,-0.63277376,0.64216197,0.0,0.0,0.0,0.0010870863,0.0061651287,0.88209486,0.0,,,,No MP Data
8,8,2,-0.3785385,-0.25618792,0.8993058,0.0,0.92798376,0.007521822,0.026813598,0.79560983,0.9700828,0.0,,,,No MP Data
9,9,2,-0.44584703,-0.3313264,0.9846077,0.0,0.3186776,0.0,0.0675704,0.016284537,0.9110844,0.0020156717,,,,No MP Data
10,10,4,-0.5775875,-0.49549887,0.9149198,0.0,0.0,0.0,0.00037562172,0.0,0.56036067,0.0,,,,No MP Data
11,11,4,-0.31031883,-0.11854583,0.85098076,0.0005156366,0.08167816,0.0,0.0030229264,0.5298921,0.2732616,0.0,,,,No MP Data
12,12,4,-0.3451227,-0.15701638,0.86675334,0.0,0.2054185,0.0,0.004350997,0.4856569,0.34065577,0.0,,,,No MP Data
13,13,2,-0.27904338,-0.10925725,0.70933163,0.0,0.1303086,0.0,0.02303778,0.010250136,0.15835738,0.0,,,,No MP Data
14,14,4,-0.51695657,-0.4058517,0.8098855,0.0,0.07291223,0.0,0.02657738,0.56961286,0.10642835,0.0,,,,No MP Data
15,15,4,-0.65836805,-0.63288933,0.9048185,0.0,0.15673505,0.00015421041,0.007852656,0.11195156,0.75084674,0.0,,,,No MP Data
16,16,4,-0.31278983,-0.23205693,0.939577,0.0,0.1304384,0.001075774,0.0020413636,0.030205455,0.45994693,0.0,,,,No MP Data
17,17,2,-0.5931824,-0.5657662,0.8051841,0.0,0.6889094,0.0,0.07581376,0.8289075,0.49818623,0.0,,,,No MP Data
18,18,2,-0.6210907,-0.5873949,0.6935315,0.0,0.12629984,0.0,0.008307864,0.64497894,0.6116671,0.0,,,,No MP Data
19,19,1,-0.17724636,-0.04669539,0.0,0.0,0.0,0.35614675,0.0,0.99205786,0.39372158,0.06374158,,,,No MP Data
20,20,3,-0.25781024,-0.14266454,0.39772463,9.811045e-05,0.0,0.0,0.008734299,0.0083869565,0.014385424,0.0,,,,No MP Data
21,21,2,-0.3237621,-0.19247015,0.9037305,0.0,0.018212069,0.36596572,0.01055954,0.29418653,0.97672546,0.010954458,,,,No MP Data
22,22,2,-0.5149255,-0.5202653,0.8889812,0.0,0.0076855063,0.033712476,0.0045451983,0.0013191412,0.6839645,0.0,,,,No MP Data
23,23,4,-0.23276076,-0.0741528,0.557435,0.03671007,0.0031278124,0.027592316,0.0014814448,0.3690117,0.6295347,0.0,,,,No MP Data
24,24,7,-0.17858571,-0.10298241,0.0,0.0,0.0,0.29489708,0.0,0.9963451,0.8376578,0.18036184,,,,No MP Data
25,25,4,-0.82336795,-0.7976391,0.60904986,0.0,0.0,0.0,0.0,0.0007786434,0.16737416,0.0,,,,No MP Data
26,26,4,-0.6297177,-0.5301397,0.9700086,0.0,0.02543874,0.013169016,0.0,0.3475341,0.96816885,0.0,,,,No MP Data
27,27,2,-0.25007316,0.021778215,0.974916,0.010844946,0.30879456,0.32150573,0.0011138807,0.6559682,0.75241977,0.02383408,,,,No MP Data
28,28,4,-0.811768,-0.7979369,0.9409581,0.0,0.017611342,0.0,0.0,0.0028067369,0.59632915,0.0,,,,No MP Data
29,29,2,-0.37133142,-0.34790882,0.9779762,0.0,0.21441895,0.0,0.0290096,0.8132165,0.8737917,0.0,,,,No MP Data
30,30,2,-0.267255,-0.0579498,0.9600636,0.0,0.6400647,0.0015470092,0.009030959,0.51130575,0.9045827,0.0,,,,No MP Data
31,31,1,-0.1331173,-0.0037326533,0.0,0.0,0.0,0.20776954,0.0,0.99705803,0.85776496,0.12878187,,,,No MP Data
32,32,1,-0.18340409,0.056945153,0.0,0.0,0.0,0.1741213,0.0,0.9754815,0.41180137,0.0009347054,,,,No MP Data
33,33,4,-0.69752777,-0.658864,0.9367318,0.0,0.0013156594,0.0,0.0016036213,0.012600337,0.799775,0.0,,,,No MP Data
34,34,2,-0.53409904,-0.3665658,0.9812095,0.0,0.0042529646,0.012211871,0.0,0.0048148846,0.94634295,0.0,,,,No MP Data
35,35,4,-0.5768298,-0.46336126,0.9620579,0.0,0.052086547,0.03397295,0.0007532101,0.5642051,0.98218864,0.011262999,,,,No MP Data
36,36,4,-0.7680002,-0.7737292,0.86052513,0.0,0.041286487,0.0,0.0027408407,0.08958757,0.44978163,0.0,,,,No MP Data
37,37,2,-0.5683667,-0.38080522,0.90201044,0.0,0.05811319,0.0,0.0020817372,0.07857363,0.18627661,0.0,,,,No MP Data
38,38,4,-0.9868736,-1.1477265,0.8821147,0.0,0.0,0.0,0.0,0.0,0.5736163,0.0,,,,No MP Data
39,39,7,-0.16478184,0.12379193,0.0,0.0,0.0,0.14686942,0.0,0.9694984,0.5462325,0.0029269005,,,,No MP Data
40,40,7,-0.18288964,0.06481873,0.0,0.0,0.0,0.20553416,0.0,0.99243253,0.2817032,0.0,,,,No MP Data
41,41,2,-0.2351836,0.030704264,0.9757158,0.026693292,0.32071555,0.102291726,0.000783376,0.84381205,0.2677409,0.012054068,,,,No MP Data
42,42,4,-1.0854733,-1.2443035,0.9266399,0.0,0.053106673,0.0,0.00044584545,0.0,0.94958615,0.0,,,,No MP Data
43,43,2,-0.38840398,-0.21635285,0.7940714,0.0,0.20753583,0.088100165,0.8752247,0.07675688,0.39729452,0.0,,,,No MP Data
44,44,2,-0.3035483,-0.083374746,0.9831984,0.0,0.90305877,0.02570416,0.91786605,0.80192107,0.96017486,0.0,,,,No MP Data
45,45,2,-0.46323177,-0.31226555,0.9532237,0.0,0.06402497,0.0,0.10118174,0.31075585,0.7191043,0.0,,,,No MP Data
46,46,2,-0.4454201,-0.2887856,0.9151922,0.0,0.12551123,0.012072175,0.013144553,0.54538155,0.6142169,0.0,,,,No MP Data
47,47,2,-0.40573066,-0.3100572,0.9196712,0.0,0.7476934,0.012934424,0.6979631,0.5342641,0.7533729,0.0,,,,No MP Data
48,48,4,-1.0205181,-1.1388924,0.9501046,0.0,0.020794712,0.0,0.0,0.0,0.6903382,0.0,,,,No MP Data
49,49,4,-0.7364759,-0.6386609,0.9846015,0.0,0.018150963,0.0,9.999127e-05,0.0,0.8811327,0.0,,,,No MP Data
50,50,4,-0.42601186,-0.23970081,0.964373,0.0,0.64617896,0.011644726,0.06694639,0.5055702,0.49498,0.0,,,,No MP Data
51,51,4,-0.62690777,-0.5353901,0.9615254,0.0,0.8456111,0.028101558,0.0011855313,0.58743924,0.62311494,0.0,,,,No MP Data
52,52,4,-0.40016127,-0.33958688,0.9793205,0.0,0.9113073,0.0,0.0004307812,0.68225116,0.7094787,0.0,,,,No MP Data
53,53,4,-0.43717873,-0.25988957,0.9609143,0.0,0.9672525,0.0,0.0045535713,0.4889548,0.835086,0.0,,,,No MP Data
54,54,4,-0.49854738,-0.40023682,0.9257952,0.0,0.026987297,0.0,0.009616653,0.30918533,0.30605453,0.0,,,,No MP Data
55,55,2,-0.6658719,-0.62663233,0.9189795,0.0,0.64135677,0.0,0.57356083,0.007169814,0.5675262,0.0,,,,No MP Data
56,56,2,-0.6495744,-0.6641377,0.8938825,0.0,0.1098097,0.0,0.24394539,0.0436235,0.23067807,0.0,,,,No MP Data
57,57,2,-0.60793865,-0.61805737,0.84689415,0.0,0.04451511,0.030729745,0.05911769,0.037188873,0.87739855,0.0,,,,No MP Data
58,58,4,-0.76810676,-0.7961767,0.912262,0.0,0.058333784,0.007161199,0.00059929956,0.18097699,0.28461826,0.0,,,,No MP Data
59,59,4,-0.32449114,-0.20684953,0.9479101,0.014567929,0.018588485,0.0,0.00012419888,0.0023329481,0.13602479,0.0,,,,No MP Data
60,60,4,-0.73935175,-0.8074664,0.94676363,0.0,0.06487712,0.0,0.007708691,0.008998815,0.6665185,0.0,,,,No MP Data
61,61,2,-0.43915662,-0.3651007,0.94240487,0.0,0.13774706,0.0,0.6023308,0.59006786,0.12078969,0.0,,,,No MP Data
62,62,2,-0.49221253,-0.38370377,0.9478857,0.0,0.05282769,0.0,0.022965226,0.03327039,0.18682964,0.0,,,,No MP Data
63,63,4,-0.4208962,-0.28436872,0.8602625,2.4584257e-05,0.0,0.0,0.0064459564,0.0,0.9018684,0.0057750554,,,,No MP Data
64,64,4,-0.89149314,-0.91738236,0.818158,0.0,0.0,0.0,0.0037028086,0.002967591,0.08515977,0.0,,,,No MP Data
65,65,4,-0.35804838,-0.23601708,0.9677754,0.0,0.014923951,0.0,0.042669438,0.003908301,0.15578459,0.0,,,,No MP Data
66,66,4,-0.37836334,-0.27418038,0.9401457,0.0,0.04853995,0.0,0.0073722117,0.0057892106,0.10408947,0.0,,,,No MP Data
67,67,4,-0.5578701,-0.48514363,0.91531706,0.0,0.014533062,0.0,0.0020053512,0.003191522,0.101097226,0.0,,,,No MP Data
68,68,4,-0.42982414,-0.36840814,0.74611616,0.0119040515,0.0039028001,0.0005740336,0.0,0.023345228,0.08269581,0.0,,,,No MP Data
69,69,4,-0.63972914,-0.61460453,0.8595677,0.0,0.0035280092,0.0,7.0126857e-06,0.015125674,0.6647675,0.0,,,,No MP Data
70,70,4,-0.610372,-0.62978953,0.9651946,0.0,0.046372104,0.0,0.0024774787,0.0061887125,0.3549918,0.0,,,,No MP Data
71,71,4,-0.7919313,-0.78687143,0.73205495,0.0,0.0,0.0,0.0,0.18038781,0.018712757,0.0,,,,No MP Data
72,72,4,-0.35306895,-0.21247022,0.8220657,0.0,0.00095884595,0.003687698,0.0007315923,0.29583883,0.44722447,0.0,,,,No MP Data
73,73,4,-0.84815234,-0.8114837,0.68755996,0.0,0.0,0.0,0.0,0.02925982,0.040060427,0.0,,,,No MP Data
74,74,4,-0.64280874,-0.55821127,0.46261987,0.0,0.0,0.0,0.0,0.009001717,0.544597,0.0030024077,,,,No MP Data
75,75,4,-0.62145674,-0.5865858,0.53567636,0.0,0.012866221,0.0,0.0,0.14243168,0.2384163,0.0010308124,,,,No MP Data
76,76,2,-0.29978538,-0.12564194,0.709553,0.0,0.0,0.00089436077,0.04140257,0.22337657,0.09053961,0.0,,,,No MP Data
77,77,4,-0.6484424,-0.6502781,0.88650274,0.0,0.0,0.0,0.0007106984,0.36385,0.14688757,0.0,,,,No MP Data
78,78,2,-0.6577983,-0.64315635,0.90355915,0.0,0.15143764,0.0,0.005801942,0.29465395,0.821283,0.0,,,,No MP Data
79,79,2,-0.49879262,-0.4983935,0.9306532,0.0,0.04371556,0.00027227896,0.013801822,0.0753151,0.8817793,0.0,,,,No MP Data
80,80,2,-0.44839835,-0.3815356,0.9256,0.0,0.11354547,0.0047482094,0.06699653,0.09378494,0.67309767,0.0,,,,No MP Data
81,81,4,-0.7561249,-0.86508834,0.86430883,0.0,0.014952717,0.0,0.0036040936,0.10852554,0.89279616,0.0,,,,No MP Data
82,82,4,-0.72786623,-0.7898375,0.9529996,0.0,0.03434192,0.0,0.0025851524,0.33245113,0.31400585,0.0,,,,No MP Data
83,83,2,-0.46426424,-0.4497024,0.9516623,0.0,0.117057644,0.0,0.12727813,0.39707613,0.5538236,0.0,,,,No MP Data
84,84,2,-0.29993334,-0.13011493,0.3993492,0.0,0.0,0.00020967957,0.0018602738,0.04178725,0.19368556,0.0,,,,No MP Data
85,85,2,-0.35916305,-0.25029734,0.9457693,0.0,0.034819808,0.0,0.44347998,0.06554949,0.50533026,0.0,,,,No MP Data
86,86,2,-0.66225356,-0.7574984,0.82945997,0.0,0.1695941,0.0,0.0041834554,0.62352175,0.58870447,0.0,,,,No MP Data
87,87,2,-0.46813238,-0.38784048,0.94428086,0.0,0.19145021,0.024657868,0.0028690184,0.21868342,0.94648594,0.0,,,,No MP Data
88,88,4,-0.47874406,-0.3586708,0.8163408,0.0,0.0,0.0,0.0003641229,0.11561458,0.24343532,0.0,,,,No MP Data
89,89,2,-0.55427116,-0.51173353,0.97667605,0.0,0.03915064,0.0,0.0036389143,0.23805639,0.71611154,0.0,,,,No MP Data
90,90,2,-0.2943911,-0.14279686,0.95302814,0.0,0.6308439,0.0,0.9225744,0.7812208,0.5366223,0.0,,,,No MP Data
91,91,4,-0.8868666,-1.0029815,0.8925216,0.0,0.0,0.0,0.0,0.09837555,0.6835068,0.0,,,,No MP Data
92,92,4,-0.7940899,-0.8748064,0.5468813,0.0,0.0098798955,0.0,0.00038783278,0.010232762,0.87642795,0.0,,,,No MP Data
93,93,2,-0.2764062,-0.08750781,0.7147958,0.0,0.43315366,0.01138053,0.3119986,0.0,0.50141656,0.029159915,,,,No MP Data
94,94,3,-0.27939436,-0.15983646,0.71715784,0.067318864,0.0,0.0012224922,0.0004187383,0.0,0.38626745,0.090136155,,,,No MP Data
95,95,2,-0.30717343,-0.09956138,0.75384855,0.01924105,0.026732126,0.01701187,0.0012754769,0.0,0.38611224,0.025103724,,,,No MP Data
96,96,2,-0.22532874,-0.21232174,0.9659575,0.0042281672,0.40929848,0.017651537,0.007524052,0.0,0.7446959,0.04757052,,,,No MP Data
97,97,4,-0.27276912,-0.11646624,0.80646926,0.0,0.17962247,0.0,0.45272392,0.0018896331,0.13020039,0.058652926,,,,No MP Data
98,98,4,-0.60244435,-0.57120067,0.85156107,0.0,0.012102366,0.0,0.012717919,0.004455186,0.30946934,0.0,,,,No MP Data
99,99,2,-0.5216701,-0.4626176,0.87942535,0.0,0.0,0.0,0.0018852231,0.0,0.12131116,0.0,,,,No MP Data
100,100,4,-0.36472982,-0.20765518,0.76506245,0.0,0.0,0.0,0.0011026041,0.09522553,0.30758426,0.0,,,,No MP Data
101,101,4,-0.47763595,-0.3886508,0.93808275,0.0,0.0016012038,0.0,0.001206958,0.056336515,0.4887657,0.0,,,,No MP Data
102,102,4,-0.51240087,-0.38201946,0.81752706,0.0,0.0,0.0,0.0015361955,0.071010664,0.12136449,0.0,,,,No MP Data
103,103,4,-0.3310715,-0.17839383,0.88096523,0.0,0.0005717095,0.00053033454,0.0015058094,0.0025001692,0.026671682,0.0,,,,No MP Data
104,104,4,-0.5773063,-0.48954868,0.8525876,0.0,0.0,0.0,0.0019438802,0.0026863469,0.22435622,0.0,,,,No MP Data
105,105,4,-0.28536388,-0.15081955,0.5200974,0.0,0.0,0.0,0.02952049,0.00067274075,0.18006785,0.0,,,,No MP Data
106,106,4,-0.4627328,-0.41310468,0.94810414,0.0,0.003560545,0.0,0.028957363,0.03786611,0.2568455,0.0,,,,No MP Data
107,107,2,-0.2476275,-0.15337819,0.86746806,0.0,0.002566468,0.0,0.05355402,0.0033448415,0.6390339,0.0,,,,No MP Data
108,108,4,-0.83337766,-0.84098756,0.8711053,0.0,0.0,0.0,0.00023119354,0.30449164,0.22048405,0.0,,,,No MP Data
109,109,4,-0.83305687,-0.8952807,0.7856672,0.0,0.0,0.0,0.0,0.4062466,0.20741785,0.0,,,,No MP Data
110,110,2,-0.38097754,-0.36098513,0.8015491,0.0,0.035679862,0.05213069,0.06299731,0.50662506,0.5990362,0.0,,,,No MP Data
111,111,4,-0.24130067,-0.18110289,0.66588306,0.0,0.0026836405,0.014966039,0.0028248604,0.028512452,0.7246419,0.0,,,,No MP Data
112,112,2,-0.44912884,-0.36928052,0.9753407,0.0,0.044177815,0.03418398,0.29776302,0.121938765,0.70809734,0.0,,,,No MP Data
113,113,2,-0.37306798,-0.27947167,0.96599907,0.0,0.492113,0.035537027,0.7027968,0.8541906,0.9211104,0.0,,,,No MP Data
114,114,4,-0.7982536,-0.8186431,0.624547,0.0,0.00060535554,0.0,0.0,0.024476677,0.09931192,0.0,,,,No MP Data
115,115,4,-0.851988,-0.8354428,0.56927705,0.0,0.0,0.0,0.0,0.0068728877,0.25943297,0.0,,,,No MP Data
116,116,4,-0.72928005,-0.64516056,0.68205166,0.0,0.007634822,0.0,9.644869e-06,0.0013154066,0.11119614,0.0,,,,No MP Data
