,frame_count,emotion_index,gaze_yaw,gaze_pitch,au_shape_dim1,au_shape_dim2,au_shape_dim3,au_shape_dim4,au_shape_dim5,au_shape_dim6,au_shape_dim7,au_shape_dim8,mp_pose_yaw_deg,mp_pose_pitch_deg,mp_pose_roll_deg,detection_result,bs__neutral,bs_browDownLeft,bs_browDownRight,bs_browInnerUp,bs_browOuterUpLeft,bs_browOuterUpRight,bs_cheekPuff,bs_cheekSquintLeft,bs_cheekSquintRight,bs_eyeBlinkLeft,bs_eyeBlinkRight,bs_eyeLookDownLeft,bs_eyeLookDownRight,bs_eyeLookInLeft,bs_eyeLookInRight,bs_eyeLookOutLeft,bs_eyeLookOutRight,bs_eyeLookUpLeft,bs_eyeLookUpRight,bs_eyeSquintLeft,bs_eyeSquintRight,bs_eyeWideLeft,bs_eyeWideRight,bs_jawForward,bs_jawLeft,bs_jawOpen,bs_jawRight,bs_mouthClose,bs_mouthDimpleLeft,bs_mouthDimpleRight,bs_mouthFrownLeft,bs_mouthFrownRight,bs_mouthFunnel,bs_mouthLeft,bs_mouthLowerDownLeft,bs_mouthLowerDownRight,bs_mouthPressLeft,bs_mouthPressRight,bs_mouthPucker,bs_mouthRight,bs_mouthRollLower,bs_mouthRollUpper,bs_mouthShrugLower,bs_mouthShrugUpper,bs_mouthSmileLeft,bs_mouthSmileRight,bs_mouthStretchLeft,bs_mouthStretchRight,bs_mouthUpperUpLeft,bs_mouthUpperUpRight,bs_noseSneerLeft,bs_noseSneerRight
0,0,4,-0.10745484,0.1056049,0.038310755,0.008229287,0.02868434,0.0,0.0,0.0,0.0,0.0,-1.1967766279583096,0.704285958136039,-2.8915243535355755,Extracted Data,3.9450965232390445e-06,0.009724792093038559,0.009409966878592968,0.11070261150598526,0.2497103363275528,0.12873351573944092,7.251809165609302e-06,4.940955591337115e-07,5.379173444453045e-07,0.04255584999918938,0.011399849317967892,0.20821934938430786,0.20793069899082184,0.020725790411233902,0.13938620686531067,0.13141176104545593,0.029354209080338478,0.0367281474173069,0.035888854414224625,0.27600082755088806,0.07440447807312012,0.015638049691915512,0.029071148484945297,1.5454605090781115e-05,0.0008366935071535408,0.007007241249084473,3.657962952274829e-05,0.0038691796362400055,0.0004512613813858479,0.00044219044502824545,0.015019495040178299,0.030316513031721115,0.0004310171934776008,0.003902832046151161,6.440927973017097e-05,4.3714062485378236e-05,0.011519432999193668,0.027233852073550224,0.02750043198466301,0.00023698637960478663,0.03166734054684639,0.0034808514174073935,0.22259622812271118,0.05219198018312454,0.00011361921497154981,0.00017319417383987457,0.0018706582486629486,0.040993910282850266,0.00019955057359766215,0.0003356293891556561,1.3675764876097674e-06,1.1448738632680033e-06
1,1,4,-0.10606695,0.1079181,0.046793234,0.011254084,0.021096528,0.0,0.0,0.0,0.0,0.0,-1.1532322500817707,1.1282823934724906,-3.5303681292763938,Extracted Data,2.9599527806567494e-06,0.008123478852212429,0.007616317365318537,0.12165485322475433,0.2628996968269348,0.12699675559997559,6.761662916687783e-06,6.464971420427901e-07,4.6586498569922696e-07,0.03730841353535652,0.008076811209321022,0.2885800004005432,0.27075624465942383,0.03674953058362007,0.09536910057067871,0.08938916027545929,0.03798830136656761,0.027982207015156746,0.026139605790376663,0.25530096888542175,0.06060102581977844,0.019138818606734276,0.04347555339336395,1.8259797798236832e-05,0.0007828634115867317,0.008328575640916824,6.0985352320130914e-05,0.004777783993631601,0.0002648207009769976,0.00039015489164739847,0.014476852491497993,0.028860226273536682,0.0008881115936674178,0.0026506611611694098,9.854052041191608e-05,5.887197403353639e-05,0.005330873187631369,0.01746497116982937,0.08184541761875153,0.00042064255103468895,0.024304304271936417,0.003282875055447221,0.11629733443260193,0.0497145801782608,5.8317069488111883e-05,9.852398216025904e-05,0.0016100076027214527,0.03771350905299187,0.00017166334146168083,0.0003302216937299818,1.705792783468496e-06,1.051290951181727e-06
2,2,4,-0.10079727,0.12334499,0.0684449,0.019467738,0.07865545,0.0,0.0,0.0,0.011219185,0.003635869,-1.165416205296179,1.3196298137757354,-3.3960479697757853,Extracted Data,1.36426911012677e-06,0.005636416841298342,0.005671212449669838,0.1350870132446289,0.3397221565246582,0.1514989137649536,9.978326488635503e-06,5.703863621420169e-07,3.0374349080375396e-07,0.06488093733787537,0.013240296393632889,0.35277509689331055,0.3341467082500458,0.03203006088733673,0.11967175453901291,0.10777118802070618,0.03252112492918968,0.020736418664455414,0.02014577016234398,0.2725643217563629,0.07971454411745071,0.013273018412292004,0.03068794123828411,4.116986383451149e-05,0.0012310504680499434,0.011091944761574268,6.307719013420865e-05,0.006497466471046209,0.00017615511023905128,0.0002523755538277328,0.008796491660177708,0.013642877340316772,0.002944185631349683,0.0035153310745954514,0.00027939575375057757,0.00017824055976234376,0.0025171597953885794,0.007465751376003027,0.20324216783046722,0.00028699246468022466,0.0084504634141922,0.001748291659168899,0.016029659658670425,0.023986095562577248,0.00010067346738651395,0.00013375056732911617,0.00241479161195457,0.014555728994309902,0.00019285170128569007,0.00028731609927490354,2.033637656495557e-06,9.119102060139994e-07
3,3,4,-0.13201457,0.1543232,0.29580155,0.038857274,0.09316303,0.0014986926,0.0,0.0,0.90983725,0.059948236,-0.8218393702091978,1.0982980722940496,-4.562585943693271,Extracted Data,1.2390827350827749e-06,0.001652376726269722,0.0012694915058091283,0.22098347544670105,0.45428040623664856,0.26618194580078125,2.6432624508743174e-05,1.1166019930897164e-06,6.504184852929029e-07,0.03049846552312374,0.005631066393107176,0.3569275736808777,0.3535572588443756,0.04346011206507683,0.08043593913316727,0.07486765086650848,0.045164190232753754,0.019845807924866676,0.017217325046658516,0.21432355046272278,0.042924344539642334,0.025318218395113945,0.06411883234977722,6.176223541842774e-05,0.00412971805781126,0.2823297381401062,0.0006235639448277652,0.010360723361372948,0.0005679305177181959,0.00046509227831847966,0.0018429321935400367,0.004060891456902027,0.01510175783187151,0.008352115750312805,0.005231229122728109,0.0032484587281942368,0.0014874303014948964,0.00769326277077198,0.1247711107134819,8.549141057301313e-05,0.015177312307059765,0.01026854570955038,0.007228406146168709,0.038113124668598175,2.4931565349106677e-05,3.5201257560402155e-05,0.00021602005290333182,0.006920812651515007,0.001644535455852747,0.0017469939775764942,1.9611431980592897e-06,1.7610752820473863e-06
4,4,4,-0.12539124,0.121151574,0.44500548,0.004299597,0.4318219,0.0068744733,0.00029469156,0.0,0.9848943,0.12317191,-0.41892902114810227,1.6575597427638573,-3.3748210056918135,Extracted Data,7.087709832376277e-07,0.00054784124949947,0.00044854238512925804,0.419631689786911,0.5470726490020752,0.3769054412841797,4.0363200241699815e-05,9.120946060647839e-07,6.485095696007193e-07,0.01952848583459854,0.003873145906254649,0.3833857774734497,0.3713706433773041,0.04685666039586067,0.07719241827726364,0.06727296113967896,0.04990098997950554,0.019492514431476593,0.01464446634054184,0.18295340240001678,0.035611093044281006,0.04113861918449402,0.08785761892795563,7.931620348244905e-05,0.0036941219586879015,0.43762850761413574,0.0017159879207611084,0.007067578379064798,0.0016366323688998818,0.0019606209825724363,0.00036496773827821016,0.0006743184640072286,0.026734115555882454,0.006412078160792589,0.010540767572820187,0.008173772133886814,0.0026592290960252285,0.011583350598812103,0.14976322650909424,0.0001615656801732257,0.009551826864480972,0.007819399237632751,0.004171230364590883,0.01945866458117962,4.3315900256857276e-05,5.633497130475007e-05,0.00015246188559103757,0.0023522323463112116,0.0011944614816457033,0.0012783093843609095,2.0282918740122113e-06,1.1149749070682446e-06
5,5,4,-0.15261564,0.15782107,0.93164223,0.0036543515,0.5313593,0.006014628,6.6662265e-05,0.0,0.9932069,0.033869434,-0.8996326951993528,1.2232356224797796,-3.9336089343589937,Extracted Data,7.035617954898044e-07,0.00043701138929463923,0.0003313566849101335,0.43320098519325256,0.5376334190368652,0.3844236433506012,4.127245847485028e-05,1.4565497394869453e-06,5.115335284244793e-07,0.03014444373548031,0.008529259823262691,0.3538484275341034,0.3563953936100006,0.0417567640542984,0.09531049430370331,0.0802391842007637,0.04015689715743065,0.021939780563116074,0.017923865467309952,0.21406784653663635,0.08709368854761124,0.02539610117673874,0.054400213062763214,8.812946907710284e-05,0.006914467550814152,0.44281765818595886,0.0009309931192547083,0.005256093572825193,0.0008914697682484984,0.0011852114694193006,0.0032766663935035467,0.004843567963689566,0.014750524424016476,0.009300201199948788,0.012554392218589783,0.009054908528923988,0.0018992617260664701,0.009178264997899532,0.1008056104183197,4.686136162490584e-05,0.011538452468812466,0.0050719077698886395,0.007212686352431774,0.028528064489364624,4.555995110422373e-05,4.914137389278039e-05,0.00053896609460935,0.0030343253165483475,0.001445830101147294,0.0018326316494494677,2.0290096927055856e-06,1.3743281215283787e-06
6,6,4,-0.13531744,0.15154631,0.94310045,0.0,0.32803336,0.0015659023,0.0,0.0,0.9936494,0.030072939,-0.5608680193787443,1.178610383249895,-4.193569366387004,Extracted Data,6.921106319168757e-07,0.0006443485035561025,0.00034363052691332996,0.4480240046977997,0.49382755160331726,0.38898715376853943,3.694024417200126e-05,1.1489339613035554e-06,4.976835725756246e-07,0.02394922450184822,0.0068092625588178635,0.3807382583618164,0.379378080368042,0.04394056648015976,0.08588086068630219,0.07367867231369019,0.04677891358733177,0.021722735837101936,0.014183188788592815,0.21446029841899872,0.046692173928022385,0.03536463901400566,0.06076527759432793,6.92773683113046e-05,0.00708039291203022,0.436356782913208,0.0011254447745159268,0.006007555406540632,0.0007652827771380544,0.0014397057238966227,0.0021659154444932938,0.0031160851940512657,0.016960686072707176,0.00624138955026865,0.009917424991726875,0.007193610537797213,0.0015871161594986916,0.007358163129538298,0.184727281332016,0.00010076414764625952,0.014999784529209137,0.006171962711960077,0.0085811922326684,0.02156374603509903,1.925471042341087e-05,2.0654031686717644e-05,0.0002928675967268646,0.0017385109094902873,0.0007216801168397069,0.0009450471261516213,2.0395966657815734e-06,1.1071151675423607e-06
7,7,4,-0.14133218,0.17074324,0.99066055,0.0,0.18357182,0.00092481816,0.0,0.0,0.99154806,0.013366923,-0.45413179210727406,0.6384005219949449,-4.309301272434335,Extracted Data,6.265850061026867e-07,0.00039722915971651673,0.00023625428730156273,0.5198349356651306,0.5227567553520203,0.3761554956436157,4.0904840716393664e-05,1.4004189097249764e-06,5.682905452886189e-07,0.03852936252951622,0.010107209905982018,0.30875363945961,0.31527087092399597,0.06232164055109024,0.06801088154315948,0.05539389327168465,0.06384401768445969,0.02889581210911274,0.021581247448921204,0.258622407913208,0.05917833745479584,0.023132480680942535,0.053474538028240204,8.627121133031324e-05,0.005548608954995871,0.43980738520622253,0.0013092173030599952,0.005912644322961569,0.000706084945704788,0.0009846911998465657,0.004597041290253401,0.0064565083011984825,0.013802645727992058,0.005299557000398636,0.013345381245017052,0.010068615898489952,0.001851970562711358,0.0074186478741467,0.14299677312374115,8.24799426482059e-05,0.014228083193302155,0.006075316574424505,0.006592310033738613,0.015573183074593544,2.1969533918309025e-05,2.2713235011906363e-05,0.0005426396382972598,0.002815726911649108,0.0006555742584168911,0.0007463927613571286,2.3439988581230864e-06,1.2308889836276649e-06
8,8,4,-0.13215654,0.15347214,0.9924152,0.0,0.16856043,0.0,0.0,0.0,0.9926997,0.011388276,-0.22291607069172248,0.5525535798842262,-2.8916275520033397,Extracted Data,1.1107435966550838e-06,0.0005004374543204904,0.00043374349479563534,0.42086225748062134,0.5104309916496277,0.36520981788635254,4.40635449194815e-05,2.402317022642819e-06,6.957120035622211e-07,0.029639577493071556,0.010661968030035496,0.24451769888401031,0.2648867964744568,0.06658906489610672,0.06941598653793335,0.0509171336889267,0.0588538832962513,0.03704534471035004,0.029010292142629623,0.273580402135849,0.07073679566383362,0.02880759723484516,0.05008132755756378,7.628899766132236e-05,0.004740117583423853,0.44151538610458374,0.0014869666192680597,0.0056325108744204044,0.0005479608662426472,0.0007045359816402197,0.020138658583164215,0.02739267610013485,0.013697218149900436,0.006147175095975399,0.011662054806947708,0.008645206689834595,0.0016338027780875564,0.0076953996904194355,0.1525091528892517,5.505650187842548e-05,0.018864518031477928,0.003928760066628456,0.013187328353524208,0.03075484372675419,2.424998274364043e-05,2.6373707441962324e-05,0.0009356095688417554,0.005412372760474682,0.0010701523860916495,0.0013004745123907924,2.761905079751159e-06,1.8513394479668932e-06
9,9,4,-0.1603122,0.15629442,0.9925082,0.0,0.2233797,0.0031415932,0.0,0.0,0.9931407,0.026924793,-0.16467313407481346,0.4042551970683756,-3.5797230915164473,Extracted Data,7.164646831370192e-07,0.00047342656762339175,0.00036974664544686675,0.49358072876930237,0.5244028568267822,0.34845271706581116,3.479059523670003e-05,2.483529442542931e-06,5.846069939252629e-07,0.02302081510424614,0.0062131574377417564,0.3275810778141022,0.33279287815093994,0.07172466069459915,0.06791625916957855,0.04776807874441147,0.05894676595926285,0.02661385014653206,0.021176345646381378,0.16889700293540955,0.05278244614601135,0.03580724447965622,0.09242991358041763,7.95123414718546e-05,0.004935809411108494,0.4354580044746399,0.0015353537164628506,0.005314284469932318,0.0003407712501939386,0.0008001209353096783,0.020625362172722816,0.02335961163043976,0.020227504894137383,0.005744571331888437,0.011677206493914127,0.007453895639628172,0.0010334983235225081,0.005102097988128662,0.2275921255350113,6.758837116649374e-05,0.013819167390465736,0.0036680137272924185,0.008589077740907669,0.026743551716208458,2.1386436856118962e-05,2.1235233361949213e-05,0.001472031814046204,0.0030713242013007402,0.000870734394993633,0.0012034917017444968,2.4345995370822493e-06,1.429910753358854e-06
